87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
162,162,162,162,162,162,162,162,162,162,162,123,87,87,87,87,87,87,136,162,162,162,162,162,162,162,162,162,162,162
95,68,95,68,95,68,95,68,95,68,95,120,87,87,87,87,87,87,94,95,68,95,68,95,68,95,68,95,68,95
87,82,87,82,87,82,87,82,87,82,87,82,87,87,87,87,87,87,82,87,82,87,82,87,82,87,82,87,82,87
87,82,87,82,87,82,87,82,87,82,87,82,87,87,87,87,87,87,82,87,82,87,82,87,82,87,82,87,82,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
87,87,87,87,87,87,87,87,87,87,87,87,87,87,109,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,109,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,87,87,87,109,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
32,32,32,32,32,32,32,32,32,32,32,45,87,87,109,87,87,87,39,32,32,32,32,32,32,32,32,32,32,32
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
87,87,87,87,87,87,87,87,87,87,87,135,87,87,109,87,87,87,135,87,87,87,87,87,87,87,87,87,87,87
